author,length,likes,source,tags,title
    Osho  ,627,414,love,"capacity-to-be-alone,choices,happiness,love","      “The capacity to be alone is the capacity to love. It may look paradoxical to you, but it's not. It is an existential truth: only those people who are capable of being alone are capable of love, of sharing, of going into the deepest core of another person--without possessing the other, without becoming dependent on the other, without reducing the other to a thing, and without becoming addicted to the other. They allow the other absolute freedom, because they know that if the other leaves, they will be as happy as they are now. Their happiness cannot be taken by the other, because it is not given by the other.”  "
    Rick Warren  ,108,333,life,"life,love,sacrifice,the-purpose-driven-life,time",      “The best use of life is love. The best expression of love is time. The best time to love is now.”  
    Zelda Fitzgerald  ,94,332,life,"life,love","      “I love you, even if there isn’t any me, or any love, or even any life. I love you.”  "
    Neil Gaiman  ,588,312,life,"depression,life","      “In every way that counted, I was dead. Inside somewhere maybe I was screaming and weeping and howling like an animal, but that was another person deep inside, another person who had no access to the lips and face and mouth and head, so on the surface I just shrugged and smile and kept moving. If I could have physically passed away, just let it all go, like that, without doing anything, stepped out of life as easily as walking through a door I would have done. But I was going to sleep at night and waking in the morning, disappointed to be there and resigned to existence.”  "
    Eric Idle  ,174,304,life,"comedy,humor,life,wisdom","      “Life doesn't make any sense, and we all pretend it does. Comedy's job is to point out that it doesn't make sense, and that it doesn't make much difference anyway.”  "
    Flannery O'Connor   ,302,303,life,"life,place,search","      “Where you come from is gone, where you thought you were going to was never there, and where you are is no good unless you can get away from it. Where is there a place for you to be? No place... Nothing outside you can give you any place... In yourself right now is all the place you've got.”  "
    Colleen Hoover  ,742,288,life,life,"      “One of the things I love about books is being able to define and condense certain portions of a character's life into chapters. It's intriguing, because you can't do this with real life. You can't just end a chapter, then skip the things you don't want to live through, only to open it up to a chapter that better suits your mood. Life can't be divided into chapters... only minutes. The events of your life are all crammed together one minute right after the other without any time lapses or blank pages or chapter breaks because no matter what happens life just keeps going and moving forward and words keep flowing and truths keep spewing whether you like it or not and life never lets you pause and just catch your fucking breath."
    Anne Lamott  ,399,212,inspirational,"inspirational,prayer,spirituality","      “Help"" is a prayer that is always answered. It doesn't matter how you pray--with your head bowed in silence, or crying out in grief, or dancing. Churches are good for prayer, but so are garages and cars and mountains and showers and dance floors. Years ago I wrote an essay that began, ""Some people think that God is in the details, but I have come to believe that God is in the bathroom.”  "
    Roy T. Bennett  ,199,207,inspirational,"enjoy,human-desire,influence,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,leadership,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “One of the best ways to influence people is to make them feel important. Most people enjoy those rare moments when others make them feel important. It is one of the deepest human desires.”  
    Morgan Matson  ,263,203,inspirational,inspirational,"      “The best discoveries always happened to the people who weren't looking for it. Columbus and America. Pinzon, who stumbled on Brazil while looking for the West Indies. Stanley happening on Victoria Falls. And you. Amy Curry, when I was least expecting her."
    Sanaya Roman  ,440,200,inspirational,"inspirational,leadership,power","      “Truly powerful people have great humility. They do not try to impress, they do not try to be influential. They simply are. People are magnetically drawn to them. They are most often very silent and focused, aware of their core selves. ... They never persuade, nor do they use manipulation or aggressiveness to get their way. They listen. If there is anything they can offer to assist you, they offer it; if not, they are silent.”  "
    King James Gadsden  ,77,198,inspirational,"inspirational,life,motivational,reality",      “Life keeps throwing me lemons because I make the best lemonade...”  
    Amit Ray  ,86,198,inspirational,"blossoming,divinity,divinity-within,flowering,inspirational,inspirational-quotes,meditation,nourishing,nourishment,nourishment-of-soul,wisdom,wisdom-quotes,yoga",      “Meditation is a way for nourishing and blossoming the divinity within you.”  
    Philip Pullman  ,191,198,inspirational,"inspirational,life","      “If you want something you can have it, but only if you want everything that goes with it, including all the hard work and the despair, and only if you're willing to risk failure. ”  "
    Mhairi McFarlane  ,141,197,inspirational,"decisions,inspirational,life","      “Do nothing, and nothing happens. Life is about decisions. You either make them or they're made for you, but you can't avoid them.”  "
    Anne Lamott  ,115,196,inspirational,"difficulties,enlightenment,humor,inspirational,road","      “The road to enlightenment is long and difficult, and you should try not to forget snacks and magazines.”  "
    Lady Gaga  ,93,195,inspirational,"arts,inspirational,music","      “Ignore all hatred and criticism. Live for what you create, and die protecting it.”  "
    Henry James  ,176,195,inspirational,"inspirational,life","      “Live all you can: it's a mistake not to. It doesn't matter what you do in particular, so long as you have had your life. If you haven't had that, what have you had?”  "
    Anthony Robbins  ,191,193,inspirational,"inspirational,perseverance","      “In essence, if we want to direct our lives, we must take control of our consistent actions. It's not what we do once in a while that shapes our lives, but what we do consistently.”  "
    Christian Baloga  ,40,192,inspirational,"appreciation,attraction,beautiful,ethereal,freak,imperfections,inner-beauty,inspirational,inspirational-quote,interesting,life,looks,odd,oddity,people,positivity,strange,unique,weird","      “You say freak, I say unique.”  "
    Anne Frank  ,159,191,inspirational,"holocaust,inspirational,judaism","      “If we bear all this suffering and if there are still Jews left, when it is over, then Jews, instead of being doomed, will be held up as an example.”  "
    Jessica Howell  ,81,414,love,"hope,inspiration,love","      “Sometimes good things fall apart, so better things can fall together.”  "
    Nina LaCour  ,70,407,love,"friendship,love,reason,regret,suicide",      “You might be looking for reasons but there are no reasons.”  
    Claudia Gray  ,467,373,love,"love,love-at-first-sight,love-quotes","      “I meant it when I said I didn’t believe in love at first sight. It takes time to really, truly fall for someone. Yet I believe in a moment. A moment when you glimpse the truth within someone, and they glimpse the truth within you. In that moment, you don’t belong to yourself any longer, not completely. Part of you belongs to him; part of him belongs to you. After that, you can’t take it back, no matter how much you want to, no matter how hard you try.”  "
    Paulo Coelho  ,195,364,love,"love,understanding","      “When you were in love, you were capable of learning everything and of knowing things you had never dared even to think, because love was the key to understanding all of the mysteries.”  "
    Leo Tolstoy  ,48,355,love,love,      “We are asleep until we fall in Love!”  
    Mark Helprin  ,71,351,love,"love,music,power-of-music","      “If it weren't for music, I would think that love is mortal.”  "
    Joseph Roux  ,87,348,love,"friendship,love",      “What is love? two souls and one flesh; friendship? two bodies and one soul.”  
    Steve Maraboli  ,156,344,love,"inspirational,life,love,relationship,self-knowledge,truth","      “If you're not comfortable enough with yourself or with your own truth when entering a relationship, then you're not ready for that relationship.”  "
    Cassandra Clare  ,84,344,love,"jace-wayland,love",      “Love is the most powerful force in the world. That love can do anything.”  
    Paulo Coelho  ,101,343,love,love,"      “Ever since time began, people have recognized their true Love by the light in their eyes.”  "
    Jackie Collins  ,284,340,love,"falling,falling-in-love,love","      “Falling in love is like getting hit by a truck and yet not being mortally wounded. just sick to your stomach, high one minute, low the next. Starving hungry but unable to eat. hot, cold, forever horny, full of hope and enthusiasm, with momentary depressions that wipe you out."
    Arthur Golden Memoirs Of A Geisha  ,130,340,love,love,"      “Can't you see? Every step I have taken, since I was that child on the bridge, has been to bring myself closer to you. ”  "
    Jean Anouilh  ,70,265,life,"life,lost,love","      “There is love of course. And then there's life, its enemy.”  "
    Mindy Kaling  ,154,264,life,"funny,life,romantic-comedy,science-fiction","      “I simply regard romantic comedies as a subgenre of sci-fi, in which the world created therein has different rules than my regular human world.”  "
    Neil Gaiman  ,295,261,life,"life,writing","      “Normally, in anything I do, I'm fairly miserable. I do it, and I get grumpy because there is a huge, vast gulf, this aching disparity, between the platonic ideal of the project that was living in my head, and the small, sad, wizened, shaking, squeaking thing that I actually produce.”  "
    Karen Marie Moning  ,177,257,life,"desire,hope,life","      “Desire makes life happen. Makes it matter. Makes everything worth it. Desire is life. Hunger to see the next sunrise or sunset, to touch the one you love, to try again. "
    Ramon Bautista  ,43,255,life,"inspiration,life,moving-on,tagalog",      “There's more to life than love.”  
    مصطفى محمود  ,256,250,life,"life,religion,sad,torture",      “إذا خفيت عنا الحكمة في العذاب أحيانا.. فلأننا لا ندرك كل شيء ولا نعرف كل شيء، ولا ندرك من القصة إلا تلك المرحلة المحدودة بين قوسين اسمها الدنيا.. أما ما قبل ذلك ومابعد ذلك فهو بالنسبة لنا غيب محجوب.. ولذا يجب أن نصمت في احترام ولانطلق الأحكام..”  
    Charles Bukowski  ,606,231,life,"life,love","      “After dinner or lunch or whatever it was -- with my crazy 12-hour night I was no longer sure what was what -- I said, ""Look, baby, I'm sorry, but don't you realize that this job is driving me crazy? Look, let's give it up. Let's just lay around and make love and take walks and talk a little. Let's go to the zoo. Let's look at animals. Let's drive down and look at the ocean. It's only 45 minutes. Let's play games in the arcades. Let's go to the races, the Art Museum, the boxing matches. Let's have friends. Let's laugh. This kind of life like everybody else's kind of life: it's killing us.”  "
    Ralph Waldo Emerson  ,98,231,life,"inspirational,life",      “Life is a series of surprises and would not be worth taking or keeping if it were not.”  
    Chuck Palahniuk  ,84,231,life,"control,domination,life,love,relationships","      “No matter how much you love someone, you still want to have you own way.”  "
    Jackson Pearce  ,88,231,life,"beautiful,emotions,emptiness,empty,fathomless,jackson-pearce,life,loneliness,lonely,ocean,pain,painful,quotes,sadness","      “It is beautiful, it is endless, it is full and yet seems empty. It hurts us.”  "
    Stephen King  ,100,224,life,"life,meaningful,philosophical,realistic",      “What we like to think of ourselves and what we really are rarely have much in common....”  
    Oscar Wilde  ,76,221,life,"creative,life,mystery,writing","      “The true mystery of the world is the visible, not the invisible.”  "
    Martin Amis  ,105,219,life,"age,aging,life,time",      “And meanwhile time goes about its immemorial work of making everyone look and feel like shit.”  
    Demi Lovato  ,25,191,inspirational,"inspirational,lyrics,silence,skyscraper,teardrops","      “Skies are crying,"
    Carrie Ryan  ,120,187,inspirational,"inspirational,life",      “I realize that life is risks. It’s acknowledging the past but looking forward. It’s taking a chance that we will
    Roy T. Bennett  ,106,180,inspirational,"focus,inspiration,inspirational,inspirational-quotes,inspire,inspiring,leader,leaders,leadership,life,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,priorities,priority,time",      “Life is short. Focus on what really matters most; you should change your priorities over time.”  
    Nathaniel Hawthorne  ,183,335,love,love,"      “Love, whether newly born or aroused from a deathlike slumber, must always create sunshine, filling the heart so full of radiance, that it overflows upon the outward world.”  "
    Jenny Han  ,79,332,love,"contemporary,lara-jean,love,love-letters","      “If love is like a possession, maybe my letter are like my exorcisms”  "
    Andrew Solomon  ,172,330,love,"depression,despair,loss,love","      “Depression is the flaw in love. To be creatures who love, we must be creatures who can despair at what we lose, and depression is the mechanism of that despair.”  "
    Jennifer L. Armentrout  ,63,327,love,love,      “People do the damndest things when they’re in love.”  
    Leo Tolstoy  ,69,322,love,"anna-karenina,fear,levin,love",      “He was afraid of defiling the love which filled his soul.”  
    Oprah Winfrey  ,105,322,love,"fear,love,opportunity",      “I believe that every single event in life happens in an opportunity to choose love over fear.”  
    B. F. Skinner   ,210,320,love,"achievement,great,love,reading,teach,trivial",      “We shouldn't teach great books; we should teach a love of reading. Knowing the contents of a few works of literature is a trivial achievement. Being inclined to go on reading is a great achievement.”  
    C.S. Lewis  ,485,320,love,"aslan,love,power","      “I was the lion who forced you to join with Aravis. I was the cat who comforted you among the houses of the dead. I was the lion who drove the jackals from you while you slept. I was the lion who gave the horses the new strength of fear for the last mill so that you should reach King Lune in time. And I was the lion you do not remember who pushed the boat in which you lay, a child near death, so that it came to shore where a man sat, wakeful at midnight, to receive you.”  "
    Rick Riordan  ,459,319,love,"family,love,nico-di-angelo,reyna","      “Then she did something so unexpected Nico would later think he dreamed it. She walked up to Nico, who was standing to one side in the shadows, as usual. She grabbed his hand and pulled him gently into the firelight. ‘We had one home,’ she said. ‘Now we have two.’ She gave Nico a big hug and the crowd roared with approval. For once, Nico didn’t feel like pulling away. He buried his face in Reyna’s shoulder and blinked the tears out of his eyes.”  "
    Richard Paul Evans  ,98,316,love,love,"      “I am not a believer in love at first sight. For love, in its truest form, is not the thing"
    Matt Smith  ,97,217,life,"comiccon,doctor-who,geeks,happiness,life,nerds,truth,words-of-wisdom","      “I think, that if the world were a bit more like ComicCon, it would be a better place.”  "
    Carl Sandburg  ,95,216,life,"crying,life,simile","      “Life is like an onion; you peel it off one layer at a time, and sometimes you weep.”  "
    Dark Jar Tin Zoo  ,131,211,life,"broken,deceit,deception,denial,deny,funny,honest,honesty,humor,illogical,illusion,lie,lie-detector,lies,life,love,machine,relationships,suspicion,women,word-junkies","      “To find out if she really loved me, I hooked her up to a lie detector. And just as I suspected, my machine was broken. ”  "
    Emma Donoghue  ,71,211,life,"human-contact,humans,life,people",      “People don't always want to be with people. It gets tiring.”  
    Jason Mraz  ,330,210,life,"education,expression,feelings,humor,inspirational,learning,life,love,truth","      “Because I trust in the ever-changing climate of the heart. (At least, today I feel that way.) I think it is necessary to have many experiences for the sake of feeling something; for the sake of being challenged, and for the sake of being expressive, to offer something to someone else, to learn what we are capable of.”  "
    Jostein Gaarder  ,681,209,life,"children,curiosity,life,philosophy","      “So now you must choose... Are you a child who has not yet become world-weary? Or are you a philosopher who will vow never to become so? To children, the world and everything in it is new, something that gives rise to astonishment. It is not like that for adults. Most adults accept the world as a matter of course. This is precisely where philosophers are a notable exception. A philosopher never gets quite used to the world. To him or her, the world continues to seem a bit unreasonable - bewildering, even enigmatic. Philosophers and small children thus have an important faculty in common. The only thing we require to be good philosophers is the faculty of wonder…”  "
    H. P. Lovecraft  ,354,209,life,"death,life,religion","      “Contrary to what you may assume, I am not a pessimist but an indifferentist- that is, I don't make the mistake of thinking that the... cosmos... gives a damn one way or the other about the especial wants and ultimate welfare of mosquitoes, rats, lice, dogs, men, horses, pterodactyls, trees, fungi, dodos, or other forms of biological energy.”  "
    Hlovate  ,127,208,life,"death,life","      “Everybody know death is inevitably coming, but it never fails to catch everybody by surprise everytime one is going”  "
    Patrick Ness  ,138,207,life,"existence,life","      “You said we all want there to be more than this! Well, there's always more than this. There's always something you don't know.”  "
    Sakyong Mipham  ,74,203,life,"karma,life","      “Like gravity, karma is so basic we often don't even notice it.”  "
    Alan Watts  ,265,203,life,"career,dream,life,money,time,wasting,work","      “If you say that getting the money is the most important thing, you'll spend your life completely wasting your time. You'll be doing things you don't like doing in order to go on living, that is to go on doing thing you don't like doing, which is stupid.”  "
    Sarah J. Maas  ,23,315,love,"aelin-ashryver-galathynius,love,rowan-whitethorn",      “Where is Aelin.
    Dark Jar Tin Zoo  ,160,262,love,"absence,amazement,amazing,commas,editing,funny,god,humor,love,lover,relationships,sex,sex-god,transform,transformation,word-junkies,writer,writing","      “Making love to me is amazing. Wait, I meant: making love, to me, is amazing. The absence of two little commas nearly transformed me into a sex god. ”  "
    Thomas Huxley  ,290,280,inspirational,"abyss,facts,humble,inspirational,learning,nature,open-minded,peace,peace-of-mind,preconceptions,preparation,risk,science","      “Sit down before fact as a little child, be prepared to give up every preconceived notion, follow humbly wherever and to whatever abysses nature leads, or you shall learn nothing. I have only begun to learn content and peace of mind since I have resolved at all risks to do this.”  "
    ram dass  ,219,275,inspirational,"inspirational,spiritual-wisdom","      “The most exquisite paradox… as soon as you give it all up, you can have it all. As long as you want power, you can't have it. The minute you don't want power, you'll have more than you ever dreamed possible.”  "
    Steve Maraboli  ,296,267,inspirational,"action,blaming,complaints,drama,dreams,earn-it,excuses,goals,inspirational,let-go,motivational,new-day,victim-mentality,whining","      “Your complaints, your drama, your victim mentality, your whining, your blaming, and all of your excuses have NEVER gotten you even a single step closer to your goals or dreams. Let go of your nonsense. Let go of the delusion that you DESERVE better and go EARN it! Today is a new day!”  "
    Roger Zelazny  ,49,256,inspirational,"books,friendship,inspirational,irony,stealing",      “Nobody steals books but your friends.”  
    Fred Rogers  ,231,249,inspirational,"independence,inspirational,love",      “We need to help people to discover the true meaning of love. Love is generally confused with dependence. Those of us who have grown in true love know that we can love only in proportion to our capacity for independence.”  
    Buddha  ,48,246,inspirational,inspirational,      “With our thoughts we make the world.”  
    Norman Vincent Peale  ,326,245,inspirational,inspirational,"      “Be so strong that nothing can disturb your peace of mind. Talk health, happiness, and prosperity to every person you meet. Make all your friends feel there is something special in them. Look at the sunny side of everything. Think only the best, be as enthusiastic about the success of others as you are about your own."
    William Faulkner  ,87,231,inspirational,"inspirational,writing",      “A writer must teach himself that the basest of all things is to be afraid. ”  
    Megan Whalen Turner  ,118,225,inspirational,inspirational,"      “If I am the pawn of the gods, it is because they know me so well, not because they make my mind up for me.”  "
    Frank Herbert  ,187,224,inspirational,"inspirational,philosophy,truth","      “Whether a thought is spoken or not it is a real thing and it has power,"" Tuek said. ""You might find the line between life and death among the Fremen to be too sharp and quick.”  "
    Dolly Parton  ,80,223,inspirational,"inspirational,life","      “If you don’t like the road you’re walking, start paving another one.”  "
    Zig Ziglar  ,41,218,inspirational,"inspirational,motivational",      “Make today worth remembering.”  
    Anonymous  ,196,218,inspirational,"1-corinthians-13,faith,inspirational,love,scripture","      “And though I have the gift of prophecy, and understand all mysteries, and all knowledge; and though I have all faith, so that I could remove mountains, but have not love, I am nothing.”  "
    William James  ,112,206,inspirational,inspirational,"      “Be not afraid of life. Believe that life is worth living, and your belief will help create the fact.”  "
    Sheryl Sandberg  ,104,205,inspirational,"business,career,inspirational,self-help,women","      “We cannot change what we are not aware of, and once we are aware, we cannot help but change.”  "
    George Bernard Shaw  ,109,205,inspirational,"art,cod,fish,humor,images,inspirational,photography","      “A photographer is like a cod, which produces a million eggs in order that one may reach maturity.”  "
    John O'Donohue  ,28,205,inspirational,inspirational,      “Beannacht / Blessing
    Roy T. Bennett  ,149,205,inspirational,"achieve,deserve,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking",      “Make the most of what you have and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.”  
    Kahlil Gibran  ,109,204,inspirational,"children,inspirational",      “Your children are not your children. They are the sons and daughters of Life's longing for itself... 
    Hazrat Ali Ibn Abu-Talib A.S  ,186,203,inspirational,"inspirational,life,life-and-living,life-lessons","      “Life consists of two days, one for you one against you. So when it's for you don't be proud or reckless, and when it's against you be patient, for both days are test for you.”  "
    عصام يوسف  ,75,202,inspirational,inspirational,      “انت عمرك ما كنت مسئول عن مرضك... بس النهارده انت مسئول عن شفاك.”  
    Shel Silverstein  ,40,201,inspirational,inspirational,      “If you are a dreamer come in”  
    Seneca  ,100,197,inspirational,"inspirational,life","      “Life is like a play: it's not the length, but the excellence of the acting that matters.”  "
    Tom Hiddleston  ,71,197,inspirational,inspirational,      “Love your life. Because your life is what you have to give.”  
    Gerard Way  ,147,196,inspirational,"inspirational,life,love",      “You need just the right amount of 'Fuck the world' and the right amount of belief in something...and you need the right amount of love.”  
    Karl Lagerfeld  ,74,196,inspirational,"designer,fashion,inspirational,others,self",      “Don't look to the approval of others for your mental stability”  
    Yehuda Bauer  ,119,195,inspirational,"holocaust,inspirational,violence","      “Thou shalt not be a victim, thou shalt not be a perpetrator, but, above all, thou shalt not be a bystander.”  "
    Trina Paulus  ,139,195,inspirational,inspirational,      “How does one become a butterfly? They have to want to learn to fly so much that you are willing to give up being a caterpillar.”  
    Gordon B. Hinckley  ,247,193,inspirational,"inspirational,life,wisdom","      “It is not so much the major events as the small day-to-day decisions that map the course of our living. . . Our lives are, in reality, the sum total of our seemingly unimportant decisions and of our capacity to live by those decisions.”  "
    Roy T. Bennett  ,89,183,inspirational,"consistent,inspiration,inspirational,inspirational-quotes,inspire,inspiring,keep-your-promises,leader,leaders,leadership,life,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,trust",      “Keep your promises and be consistent. Be the kind of person others can trust.”  
    Becca Fitzpatrick  ,15,554,humor,"humor,patch-cipriano,tacos",      “Tacos.
    Maureen Johnson  ,270,257,humor,"essay,humor,monkeys","      “Claim whatever you want. Say you only want a happy family or a successful career or a big house. I say: no, that's not what you want. You'll settle for those things, but you really want a monkey that does your evil bidding. Pullman is a genius just for this.”  "
    Trenton Lee Stewart  ,83,244,humor,humor,      “Rules and school are tools for fools! I don't give two mules for rules.”  
    Jim Butcher  ,224,236,humor,"faith,harry-dresden,humor,religion","      “Regardless of what I think about Islam or Wicca or any other religion, the fact is that it's a group of people. Every faith has its ceremonies. And since it's made up of people, every faith also has its assholes.”  "
    Groucho Marx  ,62,228,humor,"absurdist,humor","      “Before I speak, I have something important to say.”  "
    Felicia Day  ,81,227,humor,"career,humor",      “I have dozens of loyal fans! Baker's dozens! …they come in thirteens.”  
    Alex Levine  ,122,226,humor,"alcohol,drinking,food-groups,humor,irish","      “Only Irish coffee provides in a single glass all four essential food groups: alcohol, caffeine, sugar and fat.”  "
    Oscar Wilde  ,130,219,humor,"humor,men,reform,women",      “The only way a woman can ever reform a man is by boring him so completely that he loses all possible interest in life.”  
    Robert Asprin editor  ,131,219,humor,"humor,pessimism","      “When things are at their blackest, I say to myself, 'Cheer up, things could be worse.' And sure enough, they get worse.”  "
    Jenny  Lawson  ,128,217,humor,"friendship,humor",      “A friend is someone who knows where all your bodies are buried. Because they're the ones who helped you put them there.
    Kathy Reichs  ,61,214,humor,"humor,virals",      “Why do all your brilliant ideas involve felonies?”  
    Thomas Cathcart Daniel Klein  ,186,212,humor,"humor,plato-and-platypus,sherlock,sherlock-holmes","      “Holmes and Watson are on a camping trip. In the middle of the night Holmes wakes up and gives Dr. Watson a nudge. ""Watson"" he says, ""look up in the sky and tell me what you see."
    Diana Wynne Jones  ,102,211,humor,"animals,cheat,humor,people",      “I can't abide people who go soft over animals and then cheat every human they come across!”  
    Gena Showalter  ,215,208,humor,"humor,lords-of-the-underworld,super-powers","      “Paris answered for him. ""Last time he spread the flashing love, Reyes threw up all over his shirt. I never laughed so hard in my life. Lucien, though, has no sense of humor and vowed never to take us again."
    Christopher Moore  ,58,204,humor,humor,"      “She's so small, yet she contains so much evil.”  "
    Karl Lagerfeld  ,105,204,humor,"fashion,humor",      “Sweatpants are a sign of defeat. You lost control of your life so you bought some sweatpants.”  
    Neil Gaiman   ,43,204,humor,"christianity,fantasy,humor,life,religion",      “If you sit down and think about it 
    Lauren Morrill  ,124,203,humor,"humor,introverts,reading",      “There's a difference between preferring books to parties and preferring sixteen cats to seeing the light of day.”  
    Hunter S. Thompson  ,512,200,humor,humor,"      “Hallucinations are bad enough. But after awhile you learn to cope with things like seeing your dead grandmother crawling up your leg with a knife in her teeth. Most acid fanciers can handle this sort of thing. But nobody can handle that other trip-the possibility that any freak with $1.98 can walk into the Circus-Circus and suddenly appear in the sky over downtown Las Vegas twelve times the size of God, howling anything that comes into his head. No, this is not a good town for psychedelic drugs.”  "
    Sherrilyn Kenyon  ,202,197,humor,"humor,night-embrace,talon","      “Well"", Fang said, mimicking a thick Southern drawl. ""I must say its mighty nice of them Daimons to clean up after themselves when you kill them"" He held his hands up to them. ""Look Ma, no mess."
    Karen Marie Moning  ,52,194,humor,"dani-o-malley,humor,lor,ryodan","      “The more excited I get, the more I vibrate."
    Emma Chase  ,72,190,humor,"end-of-the-world,humor,sex",      “Don’t put off till tomorrow anyone you could be doing today.”  
    James Dashner  ,131,186,humor,"humor,minho,old-ladies,scorch-trials,shanks","      “He whipped out his sheet, then pulled it over himself and wrapped it tightly around his face like an old woman in a shawl. "
    Colleen Hoover  ,137,186,humor,humor,"      “Don't stop"" I tease in a seductive voice. "" Give me more, Ben. Did you read eBooks or..."" I run my finger slowly down his chest."
    Laurell K. Hamilton  ,143,183,humor,"humor,threats","      “His eyes widened just a bit, his lips flexed. I realized he was trying not to laugh. I hate it when people find my threats amusing.”  "
    George Carlin  ,399,182,humor,"humor,logic,religion,science","      “It turned out I was pretty good in science. But again, because of the small budget, in science class we couldn't afford to do experiments in order to prove theories. We just believed everything. Actually, I think that class was called Religion. Religion class was always an easy class. All you had to do was suspend the logic and reasoning you were being taught in all the other classes.”  "
    Ambrose Bierce  ,8,182,humor,"belief,definitions,evidence,humor,knowledge",      “
    Cynthia Hand  ,24,181,humor,"angela,humor","      “She shrugs.""Men"
    Neil Gaiman  ,500,181,humor,humor,"      “There are four simple ways for the observant to tell Mr. Croup and Mr. Vandemar apart: first, Mr. Vandemar is two and a half heads taller than Mr. Croup; second, Mr. Croup has eyes of a faded china blue, while Mr. Vandemar's eyes are brown; third, while Mr. Vandemar fashioned the rings he wears on his right hand out of the skulls of four ravens, Mr. Croup has no obvious jewelery; fourth, Mr. Croup likes words, while Mr. Vandemar is always hungry. Also, they look nothing at all alike.”  "
    Frantz Fanon  ,108,180,humor,"humor,humour,idiots","      “...There are too many idiots in this world. And having said it, I have the burden of proving it.”  "
    Vladimir Nabokov  ,109,374,life,"craving,desire,life,nostalgia,seasons,spring,wanderlust","      “Nostalgia in reverse, the longing for yet another strange land, grew especially strong in spring.”  "
    George Augustus Moore  ,96,353,life,"home,life,travel",      “A man travels the world over in search of what he needs and returns home to find it.”  
    Brian Tracy  ,104,322,life,"altruism,brian-tracy,evolution,evolve,giving,growing,kindness,life,love,people,quote,quotes,self,sharing,wisdom",      “Love only grows by sharing. You can only have more for yourself by giving it away to others.”  
    Gena Showalter  ,183,296,life,life,"      “There’s a really stupid saying: When life hands you a lemon, make lemonade. Well, I have a better saying: When life hands you a lemon, shove that lemon up its stupid butt.”  "
    Eckhart Tolle  ,77,276,life,"inspirational,life,time",      “Realize deeply that the present moment is all you will ever have.”  
    Joseph Campbell  ,28,276,life,"inspirational,life,way",      “You enter the forest
    Mitch Albom  ,365,275,life,life,"      “There are five people you meet in heaven. Each of us was in your life for a reason. You may not have known the reason at the time, and that is what heaven is for. For understanding your life on earth. This is the greatest gift God can give you: to understand what happened in your life. To have it explained. It is the peace you have been searching for.”  "
    Fernando Pessoa  ,205,263,life,"birth,death,intimacy,life,poetry,privacy","      “If after I die, people want to write my biography, there is nothing simpler. They only need two dates: the date of my birth and the date of my death. Between one and another, every day is mine.”  "
    Jim Rohn  ,160,250,life,"life,wisdom",      “Don't wish it was easier wish you were better. Don't wish for less problems wish for more skills. Don't wish for less challenge wish for more wisdom”  
    José Saramago  ,154,248,life,"death,existentialism,human,human-condition,life,religion","      “Whether we like it or not, the one justification for the existence of all religions is death, they need death as much as we need bread to eat.”  "
    Carrie Ryan  ,140,245,life,"cry,fail,laugh,life,love,push,safe,struggle,succeed,survive,you","      “You stay safe, You love. You survive. You laugh and cry and struggle and sometimes you fail and sometimes you succeed. You Push.”  "
    Roy T. Bennett  ,99,236,life,"abilities,ability,believe,believe-in-yourself,confidence,dream,dreams,empowerment,hope,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,limitations,limits,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,potential,self-doubt,spiritual-growth,spirituality",      “Believe in your infinite potential. Your only limitations are those you set upon yourself. 
    Brian Tracy  ,82,233,life,"life,wisdom",      “Everything you do is triggered by an emotion of either desire or fear.”  
    Roy T. Bennett  ,182,230,life,"be-yourself,believe-in,core-values,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,value",      “There are some values that you should never compromise on to stay true to yourself; you should be brave to stand up for what you truly believe in even if you stand alone.”  
    Aravind Adiga  ,172,229,life,life,"      “See, the poor dream all their lives of getting enough to eat and looking like the rich. And what do the rich dream of?? Losing weight and looking like the poor.”  "
    Mandy Hale  ,87,228,life,"being-single,confidence,embracing-your-singleness,holding-out-for-the-best,independence,life,live-life-on-your-own-terms,living-in-the-moment,loving-yourself,no-apologies,not-settling,opportunity,positive-thinking,single,single-journey,single-life,single-woman,singleness,the-single-woman",      “Single” is an opportunity to live life on your own terms and not apologize.”  
    Stephen Chbosky  ,155,227,life,"life,things","      “It’s strange how things can change back as suddenly as they changed originally. When one thing happens and suddenly, things are back to normal.”  "
